TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 4
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 4
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 4
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":4,"mode":2,"start_id":64,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 4
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":10,"chat_id":4}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":10,"chat_id":4}
TRACE: [Apr 23 2023 | 14:40:09] Handling leave chat request
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":14}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":14}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Get joined chats request
TRACE: [Apr 23 2023 | 14:46:11] Starting the server
TRACE: [Apr 23 2023 | 14:46:11] Database initialization
TRACE: [Apr 23 2023 | 14:46:11] Wainitng for connection ...
INFO: [Apr 23 2023 | 14:46:11] New client was connected: 127.0.0.1
TRACE: [Apr 23 2023 | 14:46:11] Creating client handler
TRACE: [Apr 23 2023 | 14:46:11] Allocating memory for new client
TRACE: [Apr 23 2023 | 14:46:11] SSL_accept() function
TRACE: [Apr 23 2023 | 14:46:11] Setting up flags
TRACE: [Apr 23 2023 | 14:46:11] Everything was configured, starting a new thread
TRACE: [Apr 23 2023 | 14:46:11] Wainitng for connection ...
TRACE: [Apr 23 2023 | 14:46:11] Request was received: {"rtype":0,"login":"Admin","password":"8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92"}
TRACE: [Apr 23 2023 | 14:46:11] Request was received
TRACE: [Apr 23 2023 | 14:46:11] {"rtype":0,"login":"Admin","password":"8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92"}
TRACE: [Apr 23 2023 | 14:46:11] Handling logging in
TRACE: [Apr 23 2023 | 14:46:11] Admin
TRACE: [Apr 23 2023 | 14:46:11] 8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92
TRACE: [Apr 23 2023 | 14:46:11] Checking password
TRACE: [Apr 23 2023 | 14:46:11] Everything is fine
TRACE: [Apr 23 2023 | 14:46:11] {"rtype":3}
TRACE: [Apr 23 2023 | 14:46:11] Sending response
TRACE: [Apr 23 2023 | 14:46:11] {"rtype":3}
TRACE: [Apr 23 2023 | 14:46:11] Request was received: {"rtype":11}
TRACE: [Apr 23 2023 | 14:46:11] Request was received
TRACE: [Apr 23 2023 | 14:46:11] {"rtype":11}
TRACE: [Apr 23 2023 | 14:46:11] Get joined chats request
TRACE: [Apr 23 2023 | 14:46:11] exec sql req
TRACE: [Apr 23 2023 | 14:46:11] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 23 2023 | 14:46:11] Sending response
TRACE: [Apr 23 2023 | 14:46:11] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 23 2023 | 14:46:11] Request was received: 
TRACE: [Apr 23 2023 | 14:46:11] Request was received
TRACE: [Apr 23 2023 | 14:48:18] Starting the server
TRACE: [Apr 23 2023 | 14:48:18] Database initialization
TRACE: [Apr 23 2023 | 14:48:18] Wainitng for connection ...
INFO: [Apr 23 2023 | 14:48:18] New client was connected: 127.0.0.1
TRACE: [Apr 23 2023 | 14:48:18] Creating client handler
TRACE: [Apr 23 2023 | 14:48:18] Allocating memory for new client
TRACE: [Apr 23 2023 | 14:48:18] SSL_accept() function
TRACE: [Apr 23 2023 | 14:48:18] Setting up flags
TRACE: [Apr 23 2023 | 14:48:18] Everything was configured, starting a new thread
TRACE: [Apr 23 2023 | 14:48:18] Wainitng for connection ...
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":0,"login":"Admin","password":"8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92"}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":0,"login":"Admin","password":"8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92"}
TRACE: [Apr 23 2023 | 14:48:18] Handling logging in
TRACE: [Apr 23 2023 | 14:48:18] Admin
TRACE: [Apr 23 2023 | 14:48:18] 8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92
TRACE: [Apr 23 2023 | 14:48:18] Checking password
TRACE: [Apr 23 2023 | 14:48:18] Everything is fine
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":3}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":3}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Get joined chats request
TRACE: [Apr 23 2023 | 14:48:18] exec sql req
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 2
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 2
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":3,"pattern":"T"}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":3,"pattern":"T"}
TRACE: [Apr 23 2023 | 14:48:18] Chat search request
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":3,"pattern":"Te"}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":3,"pattern":"Te"}
TRACE: [Apr 23 2023 | 14:48:18] Chat search request
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":4,"room_id":4}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":4,"room_id":4}
TRACE: [Apr 23 2023 | 14:48:18] mx_add_room_member()
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":7}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":7}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:48:18] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:48:18] ID
TRACE: [Apr 23 2023 | 14:48:18] 1
TRACE: [Apr 23 2023 | 14:48:18] Building message array
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:48:18] Request was received: {"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Request was received
TRACE: [Apr 23 2023 | 14:48:18] {"rtype":11}
TRACE: [Apr 23 2023 | 14:48:18] Get joined chats request
TRACE: [Apr 23 2023 | 14:48:18] exec sql req
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
TRACE: [Apr 23 2023 | 14:48:18] Sending response
TRACE: [Apr 23 2023 | 14:48:18] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
